时间,天气状况,温度(℃),降水量(mm),风向,风力(级),风速(km/h),气压(hPa),湿度(%),能见度(km),云量%
2024-07-07 07:00,阴,26.1,0,南风,1,3,954,82,20,68
2024-07-07 08:00,多云,26.1,0,南风,1,3,954,82,14,65
2024-07-07 09:00,阴,26,0,东南风,1,3,955,84,10,69
2024-07-07 10:00,小雨,26,0,北风,1,3,955,84,7,74
2024-07-07 11:00,阴,25.7,0.8,北风,1,4,956,87,4,78
2024-07-07 12:00,阴,25.2,1.3,东北风,1,2,955,91,4,52
2024-07-07 13:00,中雨,24.7,2.7,东南风,1,1,956,93,2,26
2024-07-07 14:00,中雨,24.5,3.5,东南风,1,4,956,94,2,0
2024-07-07 15:00,阴,24.4,4.4,东南风,1,5,956,96,2,29
2024-07-07 16:00,中雨,24.4,0.4,东南风,1,2,956,96,3,59
2024-07-07 17:00,阴,24.4,1.4,南风,1,2,956,95,2,88
2024-07-07 18:00,中雨,24.2,3.9,南风,1,2,956,96,3,59
2024-07-07 19:00,中雨,23.7,3.1,西南风,1,1,956,96,3,29
2024-07-07 20:00,阴,23.7,1,东北风,1,3,956,96,3,0
2024-07-07 21:00,中雨,23.7,0.6,西北风,1,2,957,97,4,32
2024-07-07 22:00,阴,23.6,5.5,北风,2,11,957,97,3,64
2024-07-07 23:00,雨,23.5,0.8,东风,1,2,957,97,3,96
2024-07-08 00:00,阴,23.5,0,西南风,1,2,956,97,1,64
2024-07-08 01:00,小雨,23.5,0.5,西北风,1,2,956,97,1,32
2024-07-08 02:00,小雨,23.5,1.7,北风,1,2,956,97,1,0
2024-07-08 03:00,小雨,23.3,3.6,北风,1,4,956,97,1,33
2024-07-08 04:00,小雨,23.1,1.9,东南风,1,1,956,97,2,65
2024-07-08 05:00,小雨,22.9,1.6,北风,0,0,956,97,2,98
2024-07-08 06:00,阴,22.6,1.3,西南风,1,1,956,97,2,99
2024-07-08 07:00,阴,22.6,1.2,西南风,1,1,956,98,2,99
2024-07-08 08:00,小雨,22.8,1.3,西北风,1,4,957,97,2,100
2024-07-08 09:00,小雨,23.6,1.8,北风,0,0,957,98,2,100
2024-07-08 10:00,小雨,23.7,2.7,西北风,1,3,957,98,2,100
2024-07-08 11:00,阴,23.7,2.2,西北风,2,6,957,98,3,100
2024-07-08 12:00,阴,23.7,1.4,西北风,1,3,957,97,2,67
2024-07-08 13:00,阴,23.8,0.5,东北风,1,2,957,97,3,33
2024-07-08 14:00,阴,24,0,东北风,1,4,957,97,2,0
2024-07-08 15:00,阴,24,0.2,微风,1,1,966,97,2,33
2024-07-08 16:00,小雨,24,0.2,北风,0,0,957,97,2,65
2024-07-08 17:00,小雨,24,0.5,西风,1,1,957,96,2,98
2024-07-08 18:00,阴,23.9,0.1,西北风,1,2,957,97,3,65
2024-07-08 19:00,阴,23.8,0,东南风,1,5,958,97,3,33
2024-07-08 20:00,阴,23.8,0,东北风,1,4,958,97,4,0
2024-07-08 21:00,阴,23.7,0,西风,1,1,959,97,4,33
2024-07-08 22:00,阴,23.5,0,西北风,1,4,959,97,5,65
2024-07-08 23:00,阴,23.4,0,微风,0,0,966,97,5,98
2024-07-09 00:00,阴,23.2,0,西北风,1,2,959,97,5,65
2024-07-09 01:00,阴,23,0,西北风,1,1,958,97,4,33
2024-07-09 02:00,阴,22.9,0,西北风,1,3,958,98,3,0
2024-07-09 03:00,阴,22.8,0,北风,0,0,958,97,5,22
2024-07-09 04:00,阴,22.9,0,北风,1,1,959,96,5,45
2024-07-09 05:00,阴,22.9,0,北风,1,4,959,96,2,67
2024-07-09 06:00,阴,22.8,0,西北风,1,1,959,96,2,74
2024-07-09 07:00,阴,22.8,0,东风,1,3,959,96,2,82
2024-07-09 08:00,阴,22.9,0,东北风,1,2,960,96,4,89
2024-07-09 09:00,阴,23.1,0,北风,1,2,960,96,2,90
2024-07-09 10:00,阴,23.3,0,西南风,1,2,960,95,2,90
2024-07-09 11:00,阴,23.7,0,南风,1,2,960,92,6,91
2024-07-09 12:00,阴,24.3,0,西风,1,1,960,88,6,61
2024-07-09 13:00,多云,25,0,北风,1,2,960,85,7,30
2024-07-09 14:00,多云,25.8,0,西南风,1,2,960,79,8,0
2024-07-09 15:00,多云,25.8,0,东风,1,1,960,81,8,28
2024-07-09 16:00,阴,25.8,0,北风,1,2,959,82,8,56
2024-07-09 17:00,阴,26.3,0,西北风,1,3,959,80,7,84
2024-07-09 18:00,阴,26.3,0,西北风,1,3,959,81,7,56
2024-07-09 19:00,多云,26.1,0,西北风,1,1,960,83,8,28
2024-07-09 20:00,多云,25.8,0,北风,2,11,960,84,9,0
2024-07-09 21:00,阴,25.3,0,西南风,1,1,961,86,9,27
2024-07-09 22:00,阴,24.9,0,南风,1,4,960,87,4,54
2024-07-09 23:00,多云,24.7,0,南风,1,3,960,89,4,81
2024-07-10 00:00,阴,24.3,0,北风,2,11,961,90,4,83
2024-07-10 01:00,阴,24,0,北风,2,11,960,92,4,86
2024-07-10 02:00,多云,23.9,0,南风,1,1,961,92,4,88
2024-07-10 03:00,多云,23.8,0,北风,0,0,960,93,4,84
2024-07-10 04:00,多云,23.7,0,南风,1,5,961,92,3,79
2024-07-10 05:00,多云,23.6,0,南风,1,3,960,92,3,75
2024-07-10 06:00,阴,23.4,0,东北风,1,1,961,92,2,74
2024-07-10 07:00,阴,23.4,0,北风,2,11,961,92,2,74
2024-07-10 08:00,阴,23.3,0,南风,1,3,961,95,3,73
2024-07-10 09:00,阴,23.7,0,南风,1,5,961,91,3,81
2024-07-10 10:00,阴,24.1,0,南风,1,2,961,89,6,90
2024-07-10 11:00,阴,25.1,0,西北风,1,5,961,84,6,98
2024-07-10 12:00,阴,25.8,0,西北风,2,6,961,79,12,65
2024-07-10 13:00,阴,26.7,0,西北风,1,2,961,76,12,33
2024-07-10 14:00,阴,26.8,0,东南风,1,2,960,77,10,0
2024-07-10 15:00,阴,26.8,0,北风,2,11,960,79,7,33
2024-07-10 16:00,阴,26.3,0.2,西南风,1,4,960,84,7,65
2024-07-10 17:00,阴,25.8,0,西北风,1,3,959,88,5,98
2024-07-10 18:00,阴,25.7,0,南风,1,2,959,87,4,65
2024-07-10 19:00,阴,25.6,0,北风,1,3,959,87,5,33
2024-07-10 20:00,阴,25.2,0,北风,2,11,959,90,3,0
2024-07-10 21:00,阴,24.8,0,南风,1,4,959,93,3,31
2024-07-10 22:00,小雨,24.5,0.2,北风,0,0,959,93,2,63
2024-07-10 23:00,阴,24.3,0,西北风,1,3,960,94,1,94
2024-07-11 00:00,阴,24.1,0,西北风,1,2,959,95,1,90
2024-07-11 01:00,阴,24,0,西北风,1,2,959,96,1,86
2024-07-11 02:00,多云,23.9,0,北风,2,11,958,96,1,82
2024-07-11 03:00,多云,23.7,0,北风,1,1,959,96,1,76
2024-07-11 04:00,多云,23.4,0,西北风,1,3,959,96,1,69
2024-07-11 05:00,多云,23.2,0,西北风,1,1,959,96,1,63
2024-07-11 06:00,多云,23.2,0,南风,1,2,958,96,1,50
2024-07-11 07:00,多云,23.1,0,南风,1,3,958,96,1,38
2024-07-11 08:00,多云,23,0,南风,1,4,959,96,2,25
2024-07-11 09:00,多云,24,0,西北风,1,4,959,94,3,32
2024-07-11 10:00,多云,24.9,0,西北风,1,5,958,89,7,40
2024-07-11 11:00,多云,26.1,0,西北风,1,2,958,82,11,47
2024-07-11 12:00,多云,28.2,0,东北风,2,6,957,72,11,31
2024-07-11 13:00,多云,29.4,0,西北风,2,6,956,66,13,16
2024-07-11 14:00,多云,30.6,0,西北风,1,4,956,61,13,0
2024-07-11 15:00,多云,31.7,0,北风,1,5,955,57,14,4
2024-07-11 16:00,多云,32.6,0,北风,1,3,954,53,14,8
2024-07-11 17:00,多云,33,0,北风,1,2,954,53,16,12
2024-07-11 18:00,多云,32.7,0,东南风,1,1,954,53,16,9
2024-07-11 19:00,多云,32.5,0,西南风,1,2,954,54,17,7
2024-07-11 20:00,晴,31.5,0,西南风,1,1,954,58,14,4
2024-07-11 21:00,晴,30,0,北风,2,11,955,65,14,4
2024-07-11 22:00,多云,28.6,0,北风,0,0,955,73,10,3
2024-07-11 23:00,晴,27.9,0,西南风,1,2,955,77,10,3
2024-07-12 00:00,晴,27.4,0,东风,1,1,955,81,10,2
2024-07-12 01:00,多云,27.3,0,西北风,1,2,955,81,10,2
2024-07-12 02:00,晴,26.4,0,东南风,1,2,955,84,11,1
2024-07-12 03:00,晴,25.9,0,西风,1,1,955,100,10,2
2024-07-12 04:00,多云,25.7,0,微风,0,0,966,88,9,2
2024-07-12 05:00,多云,25.3,0,微风,0,0,966,87,7,3
2024-07-12 06:00,晴,25.1,0,微风,0,0,966,86,7,3
2024-07-12 07:00,晴,24.6,0,微风,0,0,966,87,4,3
2024-07-12 08:00,雨,25.2,0,微风,0,0,966,80,4,3
2024-07-12 09:00,多云,26,0,西南风,1,5,956,77,7,16
2024-07-12 10:00,多云,28,0,西北风,1,3,955,66,9,30
2024-07-12 11:00,多云,29.4,0,东风,1,5,955,62,12,43
2024-07-12 12:00,多云,31,0,西南风,2,7,954,58,12,34
2024-07-12 13:00,多云,32.2,0,西北风,1,3,954,56,12,25
2024-07-12 14:00,多云,33.4,0,西南风,1,4,953,52,14,16
2024-07-12 15:00,多云,34,0,东风,1,2,952,50,14,12
2024-07-12 16:00,多云,34.9,0,北风,1,4,952,48,16,7
2024-07-12 17:00,多云,34.8,0,北风,1,3,952,48,14,3
2024-07-12 18:00,多云,34.4,0,北风,1,3,952,51,16,17
2024-07-12 19:00,阴,33.7,0,西南风,1,3,952,54,16,30
2024-07-12 20:00,阴,32.6,0,西南风,1,2,952,59,16,44
2024-07-12 21:00,阴,31.6,0,西南风,1,3,953,64,16,51
2024-07-12 22:00,阴,31,0,北风,2,11,953,68,14,58
2024-07-12 23:00,阴,30.5,0,北风,2,11,954,70,10,65
2024-07-13 00:00,阴,29.9,0,北风,1,1,953,75,10,62
2024-07-13 01:00,多云,29.3,0,东南风,1,1,953,78,9,60
2024-07-13 02:00,阴,28.8,0,西北风,1,1,954,80,9,57
2024-07-13 03:00,阴,28.9,0,北风,2,6,954,78,9,57
2024-07-13 04:00,阴,28.8,0,西北风,1,2,954,79,8,58
2024-07-13 05:00,阴,27.6,0,南风,1,5,954,85,4,58
2024-07-13 06:00,阴,26.3,0,西北风,1,2,955,86,4,65
2024-07-13 07:00,阴,25.8,0,西南风,1,3,955,89,5,71
2024-07-13 08:00,小雨,26.1,0,西南风,1,2,955,88,5,78
2024-07-13 09:00,阴,26.7,0,西北风,1,3,955,87,6,83
2024-07-13 10:00,阴,27.3,0,西北风,1,2,955,83,11,88
2024-07-13 11:00,阴,28.2,0,东南风,1,1,955,77,11,93
2024-07-13 12:00,阴,29.7,0,东风,1,1,955,71,11,62
2024-07-13 13:00,阴,30.9,0,西南风,1,3,955,66,9,31
2024-07-13 14:00,阴,31.8,0,西北风,1,5,955,63,9,0
2024-07-13 15:00,阴,31.3,0,北风,1,5,954,66,10,30
2024-07-13 16:00,阴,30.9,0,东北风,1,3,955,67,10,61
2024-07-13 17:00,阴,30.4,0,西北风,2,8,955,70,10,91
2024-07-13 18:00,阴,30.1,0,西北风,1,2,955,72,11,93
2024-07-13 19:00,阴,29.7,0,西风,1,3,955,70,11,95
2024-07-13 20:00,阴,29.5,0,西风,1,1,957,68,10,97
2024-07-13 21:00,阴,28.7,0,南风,1,5,957,71,12,96
2024-07-13 22:00,阴,28.3,0,北风,0,0,957,74,13,95
2024-07-13 23:00,阴,27.8,0,东北风,1,3,958,77,13,94
2024-07-14 00:00,阴,27.5,0,西北风,1,5,958,79,14,92
2024-07-14 01:00,阴,27.1,0,西北风,1,2,957,81,13,89
2024-07-14 02:00,多云,26.7,0,西风,1,2,957,79,13,87
2024-07-14 03:00,阴,26.3,0,东风,1,1,957,82,14,87
2024-07-14 04:00,多云,26.3,0,东北风,1,2,957,80,15,88
2024-07-14 05:00,多云,26.6,0,东北风,1,3,957,79,13,88
2024-07-14 06:00,阴,26.9,0,东北风,1,3,958,72,13,86
2024-07-14 07:00,阴,27,0,北风,0,0,959,70,10,84
2024-07-14 08:00,多云,27.3,0,西南风,1,2,959,68,9,82
2024-07-14 09:00,阴,27.4,0,西北风,1,2,959,69,9,85
2024-07-14 10:00,阴,27.5,0,北风,1,3,959,67,7,89
2024-07-14 11:00,阴,27.5,0,北风,1,4,959,69,10,92
2024-07-14 12:00,阴,27.3,0,西南风,1,2,959,73,10,61
2024-07-14 13:00,阴,27.8,0,北风,2,7,959,74,8,31
2024-07-14 14:00,阴,27.7,0,西风,1,2,959,76,8,0
2024-07-14 15:00,阴,28,0,东南风,1,5,958,75,5,32
2024-07-14 16:00,多云,28.5,0,西南风,1,5,958,72,5,65
2024-07-14 17:00,多云,28.9,0,东南风,1,3,958,70,5,97
2024-07-14 18:00,阴,28.9,0,东南风,2,6,959,69,6,95
2024-07-14 19:00,阴,28.6,0,西风,1,2,959,69,7,94
2024-07-14 20:00,多云,28.2,0,北风,2,7,959,69,6,92
2024-07-14 21:00,阴,27.8,0,北风,1,3,960,70,7,89
2024-07-14 22:00,多云,27.3,0,北风,0,0,960,72,7,86
2024-07-14 23:00,多云,27,0,西南风,1,1,959,74,6,83
2024-07-15 00:00,阴,26.8,0,南风,1,2,959,74,8,86
2024-07-15 01:00,阴,26.7,0,西风,1,1,959,75,12,90
2024-07-15 02:00,阴,26.5,0,北风,1,5,959,78,12,93
2024-07-15 03:00,阴,26.1,0,东风,1,2,959,79,10,91
2024-07-15 04:00,多云,25.8,0,西北风,1,1,959,81,10,88
2024-07-15 05:00,多云,25.5,0,南风,1,2,959,82,7,86
2024-07-15 06:00,阴,25.3,0,东北风,1,4,959,83,6,90
2024-07-15 07:00,阴,25.2,0,东风,1,1,960,84,6,95
2024-07-15 08:00,阴,24.6,0,东南风,1,3,960,89,5,99
2024-07-15 09:00,阴,24.8,0,东南风,1,4,960,88,5,99
2024-07-15 10:00,阴,25.6,0,东风,1,5,960,84,3,98
2024-07-15 11:00,阴,26.7,0,东北风,1,5,959,79,4,98
2024-07-15 12:00,阴,27.2,0,东北风,1,3,959,82,4,65
2024-07-15 13:00,阴,26.6,0,东南风,1,2,959,84,4,33
2024-07-15 14:00,小雨,26.1,0,西南风,1,1,958,88,3,0
2024-07-15 15:00,阴,26.1,0,西南风,1,3,958,89,4,28
2024-07-15 16:00,多云,26.3,0,南风,2,6,958,89,6,56
2024-07-15 17:00,多云,26.5,0,东北风,2,9,958,88,6,84
2024-07-15 18:00,多云,27.3,0,西南风,1,2,958,84,6,56
2024-07-15 19:00,阴,27.7,0,西北风,1,2,958,81,6,28
2024-07-15 20:00,阴,27.3,0,东北风,1,5,959,83,7,0
2024-07-15 21:00,阴,26.9,0,北风,1,4,959,85,7,26
2024-07-15 22:00,阴,26.5,0,北风,0,0,959,86,5,52
2024-07-15 23:00,阴,26.2,0,东北风,1,5,959,87,4,78
2024-07-16 00:00,阴,25.9,0,东南风,1,1,959,88,4,74
2024-07-16 01:00,阴,25.6,0,东南风,1,1,958,88,3,71
2024-07-16 02:00,阴,25.5,0,东风,1,3,958,89,3,67
2024-07-16 03:00,阴,25.2,0,东北风,1,2,958,89,4,72
2024-07-16 04:00,阴,25.1,0,北风,0,0,958,90,3,76
2024-07-16 05:00,阴,25,0,东风,1,2,958,90,3,81
2024-07-16 06:00,阴,24.8,0,西风,1,3,958,91,3,82
2024-07-16 07:00,阴,24.6,0,西北风,1,2,958,92,3,82
2024-07-16 08:00,阴,23.9,0,北风,0,0,959,97,3,83
2024-07-16 09:00,阴,24.6,0,北风,1,2,959,92,3,84
2024-07-16 10:00,阴,24.8,0,北风,1,4,959,92,2,84
2024-07-16 11:00,阴,25,0,北风,1,2,959,93,2,85
2024-07-16 12:00,中雨,25,0,东北风,1,5,959,94,2,57
2024-07-16 13:00,中雨,25.4,0,西风,1,1,959,92,1,28
2024-07-16 14:00,中雨,25.3,0.2,东北风,1,1,958,94,2,0
2024-07-16 15:00,小雨,25,1.6,南风,1,2,958,95,2,26
2024-07-16 16:00,阴,24.8,1.1,东北风,1,4,958,96,2,51
2024-07-16 17:00,阴,24.9,0.7,西风,1,3,957,96,4,77
2024-07-16 18:00,阴,24.9,0,东南风,1,2,957,95,7,51
2024-07-16 19:00,阴,25,0,东南风,1,1,957,95,6,26
2024-07-16 20:00,阴,25,0,东风,1,3,958,95,6,0
2024-07-16 21:00,小雨,24.9,0.1,南风,1,2,959,95,2,31
2024-07-16 22:00,小雨,24.5,6,西南风,1,1,959,96,3,63
2024-07-16 23:00,阴,24.1,0.6,北风,2,11,959,97,3,94
2024-07-17 00:00,中雨,24,0.3,北风,2,11,958,97,2,63
2024-07-17 01:00,中雨,24,2.8,北风,0,0,957,97,2,31
2024-07-17 02:00,中雨,24.1,3.2,北风,0,0,957,97,2,0
2024-07-17 03:00,小雨,24.1,1.8,北风,1,1,957,98,1,33
2024-07-17 04:00,阴,24.1,0,北风,0,0,957,98,3,67
2024-07-17 05:00,阴,23.9,0,东风,1,1,957,98,3,100
2024-07-17 06:00,阴,23.7,0,北风,0,0,958,97,3,100
2024-07-17 07:00,阴,23.7,0,北风,1,3,958,97,3,99
2024-07-17 08:00,阴,23.6,0,西北风,1,2,958,98,2,99
2024-07-17 09:00,中雨,24.1,0,北风,0,0,958,97,3,99
2024-07-17 10:00,中雨,24.4,0,北风,2,11,959,97,6,99
2024-07-17 11:00,阴,24.6,0.2,北风,2,11,958,97,4,99
2024-07-17 12:00,阴,24.6,0.5,西南风,1,2,959,97,4,66
2024-07-17 13:00,小雨,24.8,2.4,西南风,1,3,958,97,4,33
2024-07-17 14:00,阴,24.8,2.4,北风,1,1,958,96,5,0
2024-07-17 15:00,阴,25.2,0.3,南风,1,4,958,96,5,29
2024-07-17 16:00,阴,25.3,0.3,南风,2,7,957,95,5,59
2024-07-17 17:00,阴,25.1,0,西北风,1,5,957,95,6,88
2024-07-17 18:00,阴,24.3,0,南风,1,2,957,97,11,59
2024-07-17 19:00,多云,26.2,0,西南风,1,3,958,87,21,29
2024-07-17 20:00,多云,26.7,0,北风,0,0,958,87,20,0
2024-07-17 21:00,多云,26,0,西南风,1,2,958,90,21,1
2024-07-17 22:00,多云,25.9,0,南风,1,2,958,92,6,2
2024-07-17 23:00,多云,25.4,0,南风,1,2,958,93,6,3
2024-07-18 00:00,多云,25,0,东北风,1,5,958,94,10,2
2024-07-18 01:00,晴,24.7,0,东南风,1,4,958,95,11,1
2024-07-18 02:00,晴,24.4,0,东北风,1,2,958,95,12,0
2024-07-18 03:00,晴,23.9,0,北风,1,1,958,94,14,2
2024-07-18 04:00,多云,23.6,0,南风,1,2,958,94,16,3
2024-07-18 05:00,多云,23.6,0,南风,1,1,959,94,11,5
2024-07-18 06:00,多云,23.5,0,北风,0,0,959,94,5,5
2024-07-18 07:00,阴,23.6,0,东南风,1,2,959,94,6,4
2024-07-18 08:00,阴,23.6,0,北风,1,5,959,98,7,4
2024-07-18 09:00,阴,24.1,0,东南风,1,2,960,93,9,3
2024-07-18 10:00,阴,25.2,0,东南风,1,3,959,89,16,3
2024-07-18 11:00,多云,26.9,0,西南风,1,3,959,82,16,2
2024-07-18 12:00,阴,28.7,0,西风,2,6,958,75,23,1
2024-07-18 13:00,阴,30.3,0,东风,2,6,957,68,24,1
2024-07-18 14:00,多云,31.2,0,北风,1,5,956,65,25,0
2024-07-18 15:00,阴,31.8,0,北风,2,6,956,62,27,28
2024-07-18 16:00,多云,32.4,0,西风,1,4,955,59,25,56
2024-07-18 17:00,多云,32.4,0,北风,2,7,955,60,21,84
2024-07-18 18:00,多云,31.8,0,西南风,1,3,954,64,21,56
2024-07-18 19:00,多云,31.7,0,西南风,1,2,954,65,20,28
2024-07-18 20:00,多云,30.7,0,北风,0,0,954,70,17,0
2024-07-18 21:00,多云,29.8,0,南风,1,1,955,75,16,26
2024-07-18 22:00,多云,29,0,北风,0,0,955,78,14,52
2024-07-18 23:00,多云,28.7,0,北风,0,0,955,79,14,78
2024-07-19 00:00,阴,28.1,0,西南风,1,2,954,82,14,52
2024-07-19 01:00,阴,27.6,0,南风,1,1,954,85,12,26
2024-07-19 02:00,阴,27.6,0,西南风,1,1,953,85,15,0
2024-07-19 03:00,阴,27.2,0,东南风,1,4,953,87,15,25
2024-07-19 04:00,多云,27.1,0,北风,1,2,953,88,13,49
2024-07-19 05:00,多云,26.8,0,东北风,1,1,953,89,17,74
2024-07-19 06:00,阴,26.5,0,南风,1,2,953,89,16,63
2024-07-19 07:00,多云,26.3,0,北风,1,2,953,90,16,52
2024-07-19 08:00,阴,26.6,0,南风,1,3,953,90,13,41
2024-07-19 09:00,阴,26.9,0.1,北风,0,0,954,88,11,39
2024-07-19 10:00,中雨,27,4.9,西南风,1,1,954,90,2,36
2024-07-19 11:00,阴,25.9,3.8,北风,0,0,954,95,2,34
2024-07-19 12:00,雨,25.8,1,南风,1,3,954,96,2,23
2024-07-19 13:00,雨,26,0.7,南风,1,3,953,95,4,11
2024-07-19 14:00,雨,26.2,1.9,北风,2,6,953,94,3,0
2024-07-19 15:00,雨,26.2,2.7,东北风,1,3,953,94,4,33
2024-07-19 16:00,雨,26.1,0.8,北风,2,11,953,94,4,67
2024-07-19 17:00,雨,25.2,0.1,北风,1,2,953,95,9,100
2024-07-19 18:00,多云,25.5,2.4,西南风,1,2,953,94,9,67
2024-07-19 19:00,多云,25.3,2.6,北风,0,0,952,95,8,33
2024-07-19 20:00,阴,25.4,0,北风,0,0,953,95,13,0
2024-07-19 21:00,雨,25,0,东风,1,4,954,95,16,6
2024-07-19 22:00,多云,25,0,南风,1,1,954,96,16,13
2024-07-19 23:00,多云,25.2,0,北风,0,0,954,95,20,19
2024-07-20 00:00,阴,24.9,0,南风,1,2,954,96,20,13
2024-07-20 01:00,阴,25.1,0,北风,2,11,954,96,19,6
2024-07-20 02:00,阴,25.1,0,西风,1,2,954,95,21,0
2024-07-20 03:00,晴,25,0,北风,0,0,954,96,12,0
2024-07-20 04:00,晴,24.9,0,南风,1,2,954,96,6,0
2024-07-20 05:00,晴,24.6,0,东北风,1,2,954,96,4,0
2024-07-20 06:00,晴,24.4,0,北风,0,0,955,97,3,0
2024-07-20 07:00,晴,24.5,0,西风,1,2,956,97,3,0
2024-07-20 08:00,多云,24.8,0,西北风,1,1,956,97,9,0
2024-07-20 09:00,多云,25.7,0,西风,1,5,956,94,10,2
2024-07-20 10:00,多云,26.7,0,东风,1,3,957,88,10,4
2024-07-20 11:00,多云,28.3,0,东北风,1,4,956,80,14,6
2024-07-20 12:00,多云,29.4,0,北风,2,8,956,75,14,4
2024-07-20 13:00,多云,30.4,0,东北风,1,5,956,71,14,3
2024-07-20 14:00,阴,31.4,0,北风,1,4,955,67,15,1
2024-07-20 15:00,阴,31.9,0,西风,1,2,954,65,15,6
2024-07-20 16:00,多云,32.7,0,北风,1,2,954,62,20,11
2024-07-20 17:00,阴,33.2,0,东北风,1,5,954,61,20,16
2024-07-20 18:00,阴,33.2,0,北风,1,1,954,62,20,11
2024-07-20 19:00,阴,32.5,0,东风,1,2,954,66,21,5
2024-07-20 20:00,阴,32,0,南风,1,2,954,68,21,0
2024-07-20 21:00,多云,31.1,0,西南风,1,2,955,72,23,1
2024-07-20 22:00,多云,30.3,0,北风,2,11,955,76,23,1
2024-07-20 23:00,多云,29.5,0,北风,2,11,955,81,15,2
2024-07-21 00:00,多云,29.1,0,西北风,1,2,955,83,17,1
2024-07-21 01:00,多云,28.7,0,北风,0,0,955,86,17,1
2024-07-21 02:00,多云,28.4,0,西北风,1,3,955,86,15,0
2024-07-21 03:00,多云,28.3,0,东南风,1,1,955,87,15,25
2024-07-21 04:00,多云,28,0,南风,1,2,956,89,11,50
2024-07-21 05:00,多云,27.6,0,南风,1,3,956,90,11,75
2024-07-21 06:00,多云,27.2,0,西南风,1,5,956,90,8,50
2024-07-21 07:00,多云,27,0,东南风,1,1,957,90,7,25
2024-07-21 08:00,多云,27.3,0,南风,1,3,957,90,6,0
2024-07-21 09:00,多云,28.3,0,南风,2,7,957,84,9,1
2024-07-21 10:00,多云,30,0,北风,1,2,957,77,10,1
2024-07-21 11:00,多云,31.5,0,西北风,1,5,956,69,15,2
2024-07-21 12:00,多云,33.6,0,东南风,1,3,955,61,18,1
2024-07-21 13:00,多云,34.9,0,西北风,2,6,955,57,22,1
2024-07-21 14:00,多云,35.9,0,西南风,1,1,954,54,22,0
2024-07-21 15:00,多云,37,0,西北风,1,3,954,49,25,7
2024-07-21 16:00,多云,37.5,0,西北风,1,3,953,47,30,13
2024-07-21 17:00,多云,37.4,0,东南风,1,3,953,49,29,20
2024-07-21 18:00,多云,35.9,0,南风,1,2,952,55,29,13
2024-07-21 19:00,多云,35.9,0,北风,0,0,953,54,25,7
2024-07-21 20:00,晴,34.7,0,北风,1,1,954,59,21,0
2024-07-21 21:00,多云,33.1,0,北风,2,11,954,67,21,10
2024-07-21 22:00,多云,32.3,0,南风,1,1,954,72,29,19
2024-07-21 23:00,晴,32,0,北风,2,11,955,74,29,29
2024-07-22 00:00,晴,31.6,0,北风,0,0,954,76,29,19
2024-07-22 01:00,晴,31.1,0,东南风,1,2,955,78,30,10
2024-07-22 02:00,多云,30.6,0,西南风,1,2,954,77,26,0
2024-07-22 03:00,阴,30.1,0,东北风,1,1,954,77,26,15
2024-07-22 04:00,多云,29.4,0,东北风,1,1,954,78,27,30
2024-07-22 05:00,阴,28.9,0,北风,1,3,955,82,27,45
2024-07-22 06:00,阴,28.7,0,西风,1,2,954,82,22,57
2024-07-22 07:00,阴,28.5,0,南风,1,1,955,81,22,68
2024-07-22 08:00,阴,28.3,0,西南风,1,3,955,81,15,80
2024-07-22 09:00,多云,29.8,0,东南风,1,2,955,76,18,71
2024-07-22 10:00,多云,31.8,0,东北风,1,5,955,69,23,62
2024-07-22 11:00,多云,33.4,0,北风,2,6,955,64,23,53
2024-07-22 12:00,多云,34.3,0,东南风,1,5,954,62,25,35
2024-07-22 13:00,阴,34.1,0,西南风,1,5,954,62,25,18
2024-07-22 14:00,阴,33.9,0,东南风,2,6,954,62,26,0
2024-07-22 15:00,阴,33.8,0,北风,2,6,954,62,26,17
2024-07-22 16:00,多云,33,0,东风,1,4,953,64,26,34
2024-07-22 17:00,多云,33.2,0,北风,0,0,952,63,24,51
2024-07-22 18:00,多云,33.2,0,北风,1,3,952,64,25,34
2024-07-22 19:00,多云,33.5,0,西北风,1,2,952,66,25,17
2024-07-22 20:00,多云,32.7,0,南风,1,3,953,70,22,0
2024-07-22 21:00,阴,31.8,0,北风,1,2,953,71,18,25
2024-07-22 22:00,多云,30.9,0,东北风,2,6,954,74,18,50
2024-07-22 23:00,多云,30.4,0,北风,0,0,954,75,27,75
2024-07-23 00:00,多云,29.9,0,南风,1,2,954,76,23,79
2024-07-23 01:00,阴,29.4,0,西风,1,1,953,79,19,82
2024-07-23 02:00,多云,28.9,0,北风,1,1,953,85,18,86
2024-07-23 03:00,阴,28.7,0,东南风,1,2,952,84,18,89
2024-07-23 04:00,阴,28.6,0,西风,1,3,953,83,12,91
2024-07-23 05:00,阴,28.3,0,西南风,1,2,953,81,12,94
2024-07-23 06:00,阴,28.2,0,北风,1,3,953,81,13,94
2024-07-23 07:00,阴,27.9,0,西北风,1,1,953,85,11,94
2024-07-23 08:00,阴,27.1,0,南风,1,3,953,89,11,94
2024-07-23 09:00,阴,28.3,0,南风,1,3,953,85,12,87
2024-07-23 10:00,阴,28.7,0,西南风,1,4,953,83,12,80
2024-07-23 11:00,阴,29,0,北风,1,2,953,83,12,73
2024-07-23 12:00,阴,29.2,0,北风,1,5,954,82,16,49
2024-07-23 13:00,阴,30.4,0,西风,1,2,954,77,16,24
